Recording_Time_s,Arm_Angle_deg,Ref_Angle_deg,PWM_Input_us,Duty_Cycle_percent,Tracking_Error_deg
0.602582,9.536100,45.000000,1000.00,5.0000,35.463900
0.612676,9.536100,45.000000,1000.00,5.0000,35.463900
0.622738,9.536100,45.000000,1000.00,5.0000,35.463900
0.632709,9.536100,45.000000,1000.00,5.0000,35.463900
0.642703,9.536100,45.000000,1000.00,5.0000,35.463900
0.652773,9.536100,45.000000,1000.00,5.0000,35.463900
0.662882,9.536100,45.000000,1000.00,5.0000,35.463900
0.672945,9.536100,45.000000,1000.00,5.0000,35.463900
0.683029,9.536100,45.000000,1000.00,5.0000,35.463900
0.692919,9.536100,45.000000,1000.00,5.0000,35.463900
0.703200,9.536100,45.000000,1000.00,5.0000,35.463900
0.713195,9.536100,45.000000,1000.00,5.0000,35.463900
0.723176,9.536100,45.000000,1000.00,5.0000,35.463900
0.733241,9.536100,45.000000,1000.00,5.0000,35.463900
0.743232,9.536100,45.000000,1000.00,5.0000,35.463900
0.753258,9.536100,45.000000,1000.00,5.0000,35.463900
0.763346,9.536100,45.000000,1000.00,5.0000,35.463900
0.773365,9.536100,45.000000,1000.00,5.0000,35.463900
0.783339,9.536100,45.000000,1000.00,5.0000,35.463900
0.793349,9.536100,45.000000,1000.00,5.0000,35.463900
0.803353,9.536100,45.000000,1000.00,5.0000,35.463900
0.813429,9.536100,45.000000,1409.00,7.0450,35.463900
0.823446,9.536100,45.000000,1209.00,6.0450,35.463900
0.833507,9.536100,45.000000,1209.00,6.0450,35.463900
0.843481,9.536100,45.000000,1209.00,6.0450,35.463900
0.853588,9.536100,45.000000,1209.00,6.0450,35.463900
0.863725,9.536100,45.000000,1210.00,6.0500,35.463900
0.873723,9.536100,45.000000,1210.00,6.0500,35.463900
0.883670,9.536100,45.000000,1210.00,6.0500,35.463900
0.893647,9.536100,45.000000,1210.00,6.0500,35.463900
0.903847,9.536100,45.000000,1211.00,6.0550,35.463900
0.913872,9.536100,45.000000,1211.00,6.0550,35.463900
0.923877,9.536100,45.000000,1211.00,6.0550,35.463900
0.933870,9.536100,45.000000,1211.00,6.0550,35.463900
0.943882,9.536100,45.000000,1211.00,6.0550,35.463900
0.954122,9.536100,45.000000,1212.00,6.0600,35.463900
0.964110,9.536100,45.000000,1212.00,6.0600,35.463900
0.974035,9.536100,45.000000,1212.00,6.0600,35.463900
0.984105,9.536100,45.000000,1212.00,6.0600,35.463900
0.994063,9.536100,45.000000,1212.00,6.0600,35.463900
1.004223,9.536100,45.000000,1213.00,6.0650,35.463900
1.014241,9.536100,45.000000,1213.00,6.0650,35.463900
1.024151,9.536100,45.000000,1213.00,6.0650,35.463900
1.034307,9.536100,45.000000,1213.00,6.0650,35.463900
1.044318,9.536100,45.000000,1213.00,6.0650,35.463900
1.054478,9.536100,45.000000,1214.00,6.0700,35.463900
1.064444,9.536100,45.000000,1214.00,6.0700,35.463900
1.074509,9.536100,45.000000,1214.00,6.0700,35.463900
1.084493,9.536100,45.000000,1214.00,6.0700,35.463900
1.094521,9.536100,45.000000,1215.00,6.0750,35.463900
1.104578,9.536100,45.000000,1215.00,6.0750,35.463900
1.114600,9.536100,45.000000,1215.00,6.0750,35.463900
1.124597,9.536100,45.000000,1215.00,6.0750,35.463900
1.134771,9.536100,45.000000,1215.00,6.0750,35.463900
1.144734,9.536100,45.000000,1216.00,6.0800,35.463900
1.154812,9.536100,45.000000,1216.00,6.0800,35.463900
1.164805,9.536100,45.000000,1216.00,6.0800,35.463900
1.174777,9.536100,45.000000,1216.00,6.0800,35.463900
1.184873,9.536100,45.000000,1216.00,6.0800,35.463900
1.194993,9.536100,45.000000,1217.00,6.0850,35.463900
1.205164,9.536100,45.000000,1217.00,6.0850,35.463900
1.215027,9.536100,45.000000,1217.00,6.0850,35.463900
1.225111,9.536100,45.000000,1217.00,6.0850,35.463900
1.235238,9.536100,45.000000,1218.00,6.0900,35.463900
1.245208,9.536100,45.000000,1218.00,6.0900,35.463900
1.255193,9.536100,45.000000,1218.00,6.0900,35.463900
1.265212,9.536100,45.000000,1218.00,6.0900,35.463900
1.275253,9.536100,45.000000,1218.00,6.0900,35.463900
1.285419,9.536100,45.000000,1219.00,6.0950,35.463900
1.295409,9.536100,45.000000,1219.00,6.0950,35.463900
1.305389,9.536100,45.000000,1219.00,6.0950,35.463900
1.315437,9.536100,45.000000,1219.00,6.0950,35.463900
1.325412,9.536100,45.000000,1219.00,6.0950,35.463900
1.335510,9.536100,45.000000,1220.00,6.1000,35.463900
1.345559,9.536100,45.000000,1220.00,6.1000,35.463900
1.355623,9.536100,45.000000,1220.00,6.1000,35.463900
1.365604,9.536100,45.000000,1220.00,6.1000,35.463900
1.375586,9.536100,45.000000,1221.00,6.1050,35.463900
1.385706,9.536100,45.000000,1221.00,6.1050,35.463900
1.395750,9.536100,45.000000,1221.00,6.1050,35.463900
1.405982,9.536100,45.000000,1221.00,6.1050,35.463900
1.415855,9.536100,45.000000,1221.00,6.1050,35.463900
1.425845,9.536100,45.000000,1222.00,6.1100,35.463900
1.435969,9.536100,45.000000,1222.00,6.1100,35.463900
1.446070,9.536100,45.000000,1222.00,6.1100,35.463900
1.456270,9.536100,45.000000,1222.00,6.1100,35.463900
1.466065,9.536100,45.000000,1222.00,6.1100,35.463900
1.476471,9.536100,45.000000,1223.00,6.1150,35.463900
1.486482,9.536100,45.000000,1223.00,6.1150,35.463900
1.496427,9.536100,45.000000,1223.00,6.1150,35.463900
1.506532,9.536100,45.000000,1223.00,6.1150,35.463900
1.516506,9.536100,45.000000,1223.00,6.1150,35.463900
1.526465,9.536100,45.000000,1224.00,6.1200,35.463900
1.536588,9.536100,45.000000,1224.00,6.1200,35.463900
1.546640,9.536100,45.000000,1224.00,6.1200,35.463900
1.556628,9.536100,45.000000,1224.00,6.1200,35.463900
1.566662,9.536100,45.000000,1225.00,6.1250,35.463900
1.576653,9.536100,45.000000,1225.00,6.1250,35.463900
1.586757,9.536100,45.000000,1225.00,6.1250,35.463900
1.596805,9.536100,45.000000,1225.00,6.1250,35.463900
1.606927,9.536100,45.000000,1225.00,6.1250,35.463900
1.616890,9.536100,45.000000,1226.00,6.1300,35.463900
1.626851,9.536100,45.000000,1226.00,6.1300,35.463900
1.636998,9.536100,45.000000,1226.00,6.1300,35.463900
1.646999,9.536100,45.000000,1226.00,6.1300,35.463900
1.657116,9.536100,45.000000,1226.00,6.1300,35.463900
1.667179,9.536100,45.000000,1227.00,6.1350,35.463900
1.677111,9.536100,45.000000,1227.00,6.1350,35.463900
1.687184,9.536100,45.000000,1227.00,6.1350,35.463900
1.697216,9.536100,45.000000,1227.00,6.1350,35.463900
1.707211,9.536100,45.000000,1228.00,6.1400,35.463900
1.717255,9.536100,45.000000,1228.00,6.1400,35.463900
1.727229,9.536100,45.000000,1228.00,6.1400,35.463900
1.737334,9.536100,45.000000,1228.00,6.1400,35.463900
1.747405,9.536100,45.000000,1228.00,6.1400,35.463900
1.757335,9.536100,45.000000,1229.00,6.1450,35.463900
1.767489,9.536100,45.000000,1229.00,6.1450,35.463900
1.777497,9.536100,45.000000,1229.00,6.1450,35.463900
1.787516,9.536100,45.000000,1229.00,6.1450,35.463900
1.797591,9.536100,45.000000,1229.00,6.1450,35.463900
1.807578,9.536100,45.000000,1230.00,6.1500,35.463900
1.817686,9.536100,45.000000,1230.00,6.1500,35.463900
1.827707,9.536100,45.000000,1230.00,6.1500,35.463900
1.837880,9.536100,45.000000,1230.00,6.1500,35.463900
1.847846,9.536100,45.000000,1231.00,6.1550,35.463900
1.857809,9.536100,45.000000,1231.00,6.1550,35.463900
1.867854,9.536100,45.000000,1231.00,6.1550,35.463900
1.878065,9.536100,45.000000,1231.00,6.1550,35.463900
1.888161,9.536100,45.000000,1231.00,6.1550,35.463900
1.898032,9.536100,45.000000,1232.00,6.1600,35.463900
1.908099,9.536100,45.000000,1232.00,6.1600,35.463900
1.918137,9.536100,45.000000,1232.00,6.1600,35.463900
1.928185,9.536100,45.000000,1232.00,6.1600,35.463900
1.938212,9.536100,45.000000,1232.00,6.1600,35.463900
1.948290,9.536100,45.000000,1233.00,6.1650,35.463900
1.958441,9.536100,45.000000,1233.00,6.1650,35.463900
1.968279,9.536100,45.000000,1233.00,6.1650,35.463900
1.978352,9.536100,45.000000,1233.00,6.1650,35.463900
1.988379,9.536100,45.000000,1233.00,6.1650,35.463900
1.998431,9.536100,45.000000,1234.00,6.1700,35.463900
2.008446,9.536100,45.000000,1234.00,6.1700,35.463900
2.018470,9.536100,45.000000,1234.00,6.1700,35.463900
2.028550,9.536100,45.000000,1234.00,6.1700,35.463900
2.038690,9.536100,45.000000,1235.00,6.1750,35.463900
2.048642,9.536100,45.000000,1235.00,6.1750,35.463900
2.058737,9.536100,45.000000,1235.00,6.1750,35.463900
2.068691,9.536100,45.000000,1235.00,6.1750,35.463900
2.078725,9.536100,45.000000,1235.00,6.1750,35.463900
2.088923,9.536100,45.000000,1236.00,6.1800,35.463900
2.098850,9.536100,45.000000,1236.00,6.1800,35.463900
2.108890,9.536100,45.000000,1236.00,6.1800,35.463900
2.118950,9.536100,45.000000,1236.00,6.1800,35.463900
2.128973,9.536100,45.000000,1236.00,6.1800,35.463900
2.139268,9.536100,45.000000,1237.00,6.1850,35.463900
2.149054,9.536100,45.000000,1237.00,6.1850,35.463900
2.159031,9.536100,45.000000,1237.00,6.1850,35.463900
2.169077,9.536100,45.000000,1237.00,6.1850,35.463900
2.179188,9.536100,45.000000,1238.00,6.1900,35.463900
2.189392,9.536100,45.000000,1238.00,6.1900,35.463900
2.199208,9.536100,45.000000,1238.00,6.1900,35.463900
2.209124,9.536100,45.000000,1238.00,6.1900,35.463900
2.219260,9.536100,45.000000,1238.00,6.1900,35.463900
2.229243,9.536100,45.000000,1239.00,6.1950,35.463900
2.239501,9.536100,45.000000,1239.00,6.1950,35.463900
2.249421,9.536100,45.000000,1239.00,6.1950,35.463900
2.259377,9.536100,45.000000,1239.00,6.1950,35.463900
2.269411,9.536100,45.000000,1239.00,6.1950,35.463900
2.279501,9.536100,45.000000,1240.00,6.2000,35.463900
2.289555,9.536100,45.000000,1240.00,6.2000,35.463900
2.299612,9.536100,45.000000,1240.00,6.2000,35.463900
2.309571,9.536100,45.000000,1240.00,6.2000,35.463900
2.319701,9.536100,45.000000,1241.00,6.2050,35.463900
2.329749,9.536100,45.000000,1241.00,6.2050,35.463900
2.339844,9.536100,45.000000,1241.00,6.2050,35.463900
2.349859,9.536100,45.000000,1241.00,6.2050,35.463900
2.359803,9.536100,45.000000,1241.00,6.2050,35.463900
2.369904,9.536100,45.000000,1242.00,6.2100,35.463900
2.379948,9.536100,45.000000,1242.00,6.2100,35.463900
2.390030,9.536100,45.000000,1242.00,6.2100,35.463900
2.400069,9.536100,45.000000,1242.00,6.2100,35.463900
2.410041,9.536100,45.000000,1242.00,6.2100,35.463900
2.420153,9.536100,45.000000,1243.00,6.2150,35.463900
2.430195,9.536100,45.000000,1243.00,6.2150,35.463900
2.440210,9.536100,45.000000,1243.00,6.2150,35.463900
2.450364,9.536100,45.000000,1243.00,6.2150,35.463900
2.460310,9.536100,45.000000,1243.00,6.2150,35.463900
2.470329,9.536100,45.000000,1244.00,6.2200,35.463900
2.480411,9.536100,45.000000,1244.00,6.2200,35.463900
2.490417,9.536100,45.000000,1244.00,6.2200,35.463900
2.500515,9.536100,45.000000,1244.00,6.2200,35.463900
2.510486,9.536100,45.000000,1245.00,6.2250,35.463900
2.520555,9.536100,45.000000,1245.00,6.2250,35.463900
2.530555,9.536100,45.000000,1245.00,6.2250,35.463900
2.540546,9.536100,45.000000,1245.00,6.2250,35.463900
2.550748,9.536100,45.000000,1245.00,6.2250,35.463900
2.560645,9.536100,45.000000,1246.00,6.2300,35.463900
2.570699,9.536100,45.000000,1246.00,6.2300,35.463900
2.580766,9.536100,45.000000,1246.00,6.2300,35.463900
2.590786,9.536100,45.000000,1246.00,6.2300,35.463900
2.600954,9.536100,45.000000,1246.00,6.2300,35.463900
2.610923,9.536100,45.000000,1247.00,6.2350,35.463900
2.621005,9.536100,45.000000,1247.00,6.2350,35.463900
2.630936,9.536100,45.000000,1247.00,6.2350,35.463900
2.641092,9.536100,45.000000,1247.00,6.2350,35.463900
2.651038,9.536100,45.000000,1248.00,6.2400,35.463900
2.661109,9.536100,45.000000,1248.00,6.2400,35.463900
2.671047,9.536100,45.000000,1248.00,6.2400,35.463900
2.681169,9.536100,45.000000,1248.00,6.2400,35.463900
2.691392,9.536100,45.000000,1248.00,6.2400,35.463900
2.701318,9.536100,45.000000,1249.00,6.2450,35.463900
2.711287,9.536100,45.000000,1249.00,6.2450,35.463900
2.721222,9.536100,45.000000,1249.00,6.2450,35.463900
2.731279,9.536100,45.000000,1249.00,6.2450,35.463900
2.741392,9.536186,45.000000,1249.00,6.2450,35.463814
2.751440,9.536389,45.000000,1250.00,6.2500,35.463611
2.761484,9.536848,45.000000,1250.00,6.2500,35.463152
2.771512,9.537792,45.000000,1250.00,6.2500,35.462208
2.781539,9.539417,45.000000,1250.00,6.2500,35.460583
2.791540,9.541742,45.000000,1251.00,6.2550,35.458258
2.801631,9.544829,45.000000,1251.00,6.2550,35.455171
2.811783,9.548877,45.000000,1251.00,6.2550,35.451123
2.821731,9.554002,45.000000,1251.00,6.2550,35.445998
2.831783,9.560364,45.000000,1252.00,6.2600,35.439636
2.841719,9.568065,45.000000,1252.00,6.2600,35.431935
2.851852,9.577198,45.000000,1252.00,6.2600,35.422802
2.861931,9.587668,45.000000,1252.00,6.2600,35.412332
2.872010,9.599685,45.000000,1252.00,6.2600,35.400315
2.882068,9.613389,45.000000,1252.00,6.2600,35.386611
2.891974,9.628865,45.000000,1253.00,6.2650,35.371135
2.902101,9.646100,45.000000,1253.00,6.2650,35.353900
2.912148,9.665318,45.000000,1253.00,6.2650,35.334682
2.922168,9.686579,45.000000,1253.00,6.2650,35.313421
2.932174,9.709925,45.000000,1253.00,6.2650,35.290075
2.942129,9.735308,45.000000,1254.00,6.2700,35.264692
2.952349,9.762911,45.000000,1254.00,6.2700,35.237089
2.962304,9.792936,45.000000,1254.00,6.2700,35.207064
2.972326,9.825393,45.000000,1254.00,6.2700,35.174607
2.982292,9.860187,45.000000,1254.00,6.2700,35.139813
2.992317,9.897199,45.000000,1255.00,6.2750,35.102801
3.002497,9.936386,45.000000,1255.00,6.2750,35.063614
3.012518,9.977756,45.000000,1255.00,6.2750,35.022244
3.022560,10.021647,45.000000,1255.00,6.2750,34.978353
3.032505,10.067798,45.000000,1255.00,6.2750,34.932202
3.042484,10.116321,45.000000,1255.00,6.2750,34.883679
3.052662,10.167340,45.000000,1256.00,6.2800,34.832660
3.062631,10.220824,45.000000,1256.00,6.2800,34.779176
3.072789,10.276752,45.000000,1256.00,6.2800,34.723248
3.082731,10.334978,45.000000,1256.00,6.2800,34.665022
3.092725,10.395291,45.000000,1256.00,6.2800,34.604709
3.102785,10.457766,45.000000,1256.00,6.2800,34.542234
3.112894,10.522793,45.000000,1257.00,6.2850,34.477207
3.122818,10.590367,45.000000,1257.00,6.2850,34.409633
3.132989,10.660024,45.000000,1257.00,6.2850,34.339976
3.142917,10.731616,45.000000,1257.00,6.2850,34.268384
3.153033,10.805081,45.000000,1257.00,6.2850,34.194919
3.163131,10.880917,45.000000,1258.00,6.2900,34.119083
3.173130,10.958949,45.000000,1258.00,6.2900,34.041051
3.183182,11.038662,45.000000,1258.00,6.2900,33.961338
3.193282,11.119895,45.000000,1258.00,6.2900,33.880105
3.203251,11.203073,45.000000,1258.00,6.2900,33.796927
3.213362,11.288248,45.000000,1258.00,6.2900,33.711752
3.223351,11.374991,45.000000,1259.00,6.2950,33.625009
3.233406,11.462861,45.000000,1259.00,6.2950,33.537139
3.243491,11.551930,45.000000,1259.00,6.2950,33.448070
3.253642,11.642630,45.000000,1259.00,6.2950,33.357370
3.263615,11.734610,45.000000,1259.00,6.2950,33.265390
3.273614,11.827389,45.000000,1259.00,6.2950,33.172611
3.283651,11.920781,45.000000,1260.00,6.3000,33.079219
3.293629,12.015337,45.000000,1260.00,6.3000,32.984663
3.303759,12.110887,45.000000,1260.00,6.3000,32.889113
3.313779,12.206802,45.000000,1260.00,6.3000,32.793198
3.323744,12.302821,45.000000,1260.00,6.3000,32.697179
3.333847,12.399347,45.000000,1261.00,6.3050,32.600653
3.343879,12.496376,45.000000,1261.00,6.3050,32.503624
3.353915,12.593448,45.000000,1261.00,6.3050,32.406552
3.363992,12.690273,45.000000,1261.00,6.3050,32.309727
3.374018,12.786987,45.000000,1261.00,6.3050,32.213013
3.384065,12.883626,45.000000,1261.00,6.3050,32.116374
3.394150,12.979753,45.000000,1262.00,6.3100,32.020247
3.404101,13.075110,45.000000,1262.00,6.3100,31.924890
3.414161,13.170061,45.000000,1262.00,6.3100,31.829939
3.424233,13.264545,45.000000,1262.00,6.3100,31.735455
3.434357,13.358239,45.000000,1262.00,6.3100,31.641761
3.444341,13.450850,45.000000,1263.00,6.3150,31.549150
3.454381,13.542490,45.000000,1263.00,6.3150,31.457510
3.464440,13.633358,45.000000,1263.00,6.3150,31.366642
3.474450,13.722980,45.000000,1263.00,6.3150,31.277020
3.484506,13.810973,45.000000,1263.00,6.3150,31.189027
3.494568,13.897652,45.000000,1264.00,6.3200,31.102348
3.504591,13.983203,45.000000,1264.00,6.3200,31.016797
3.514669,14.067136,45.000000,1264.00,6.3200,30.932864
3.524698,14.149354,45.000000,1264.00,6.3200,30.850646
3.534765,14.230139,45.000000,1264.00,6.3200,30.769861
3.544724,14.309269,45.000000,1265.00,6.3250,30.690731
3.554822,14.386446,45.000000,1265.00,6.3250,30.613554
3.564839,14.461728,45.000000,1265.00,6.3250,30.538272
3.574812,14.535244,45.000000,1265.00,6.3250,30.464756
3.584941,14.606765,45.000000,1265.00,6.3250,30.393235
3.595010,14.675809,45.000000,1266.00,6.3300,30.324191
3.605149,14.742827,45.000000,1266.00,6.3300,30.257173
3.615055,14.807812,45.000000,1266.00,6.3300,30.192188
3.625045,14.870363,45.000000,1266.00,6.3300,30.129637
3.635350,14.930656,45.000000,1266.00,6.3300,30.069344
3.645289,14.988878,45.000000,1267.00,6.3350,30.011122
3.655427,15.044904,45.000000,1267.00,6.3350,29.955096
3.665479,15.098531,45.000000,1267.00,6.3350,29.901469
3.675426,15.149763,45.000000,1267.00,6.3350,29.850237
3.685514,15.198911,45.000000,1267.00,6.3350,29.801089
3.695518,15.245622,45.000000,1268.00,6.3400,29.754378
3.705673,15.289815,45.000000,1268.00,6.3400,29.710185
3.715651,15.331575,45.000000,1268.00,6.3400,29.668425
3.725607,15.371121,45.000000,1268.00,6.3400,29.628879
3.735700,15.408362,45.000000,1268.00,6.3400,29.591638
3.745801,15.443367,45.000000,1269.00,6.3450,29.556633
3.756007,15.476132,45.000000,1269.00,6.3450,29.523868
3.765895,15.506368,45.000000,1269.00,6.3450,29.493632
3.775850,15.534244,45.000000,1269.00,6.3450,29.465756
3.786025,15.559999,45.000000,1269.00,6.3450,29.440001
3.795991,15.583561,45.000000,1270.00,6.3500,29.416439
3.806009,15.604967,45.000000,1270.00,6.3500,29.395033
3.816062,15.624366,45.000000,1270.00,6.3500,29.375634
3.826023,15.641987,45.000000,1270.00,6.3500,29.358013
3.836177,15.657513,45.000000,1270.00,6.3500,29.342487
3.846233,15.671318,45.000000,1271.00,6.3550,29.328682
3.856230,15.683443,45.000000,1271.00,6.3550,29.316557
3.866217,15.693830,45.000000,1271.00,6.3550,29.306170
3.876222,15.702723,45.000000,1271.00,6.3550,29.297277
3.886256,15.709960,45.000000,1271.00,6.3550,29.290040
3.896318,15.715766,45.000000,1272.00,6.3600,29.284234
3.906339,15.720147,45.000000,1272.00,6.3600,29.279853
3.916384,15.723328,45.000000,1272.00,6.3600,29.276672
3.926415,15.725103,45.000000,1272.00,6.3600,29.274897
3.936454,15.725933,45.000000,1272.00,6.3600,29.274067
3.946504,15.725878,45.000000,1273.00,6.3650,29.274122
3.956603,15.724533,45.000000,1273.00,6.3650,29.275467
3.966614,15.722469,45.000000,1273.00,6.3650,29.277531
3.976559,15.719716,45.000000,1273.00,6.3650,29.280284
3.986729,15.716266,45.000000,1273.00,6.3650,29.283734
3.996680,15.712443,45.000000,1273.00,6.3650,29.287557
4.006701,15.708329,45.000000,1274.00,6.3700,29.291671
4.016730,15.704005,45.000000,1274.00,6.3700,29.295995
4.026771,15.699406,45.000000,1274.00,6.3700,29.300594
4.036870,15.694631,45.000000,1274.00,6.3700,29.305369
4.046949,15.689804,45.000000,1274.00,6.3700,29.310196
4.056908,15.685137,45.000000,1275.00,6.3750,29.314863
4.066975,15.680520,45.000000,1275.00,6.3750,29.319480
4.076988,15.676122,45.000000,1275.00,6.3750,29.323878
4.087066,15.672141,45.000000,1275.00,6.3750,29.327859
4.097082,15.668533,45.000000,1275.00,6.3750,29.331467
4.107062,15.665088,45.000000,1275.00,6.3750,29.334912
4.117130,15.662436,45.000000,1276.00,6.3800,29.337564
4.127231,15.660585,45.000000,1276.00,6.3800,29.339415
4.137285,15.659680,45.000000,1276.00,6.3800,29.340320
4.147235,15.659648,45.000000,1276.00,6.3800,29.340352
4.157118,15.660479,45.000000,1276.00,6.3800,29.339521
4.167229,15.662351,45.000000,1276.00,6.3800,29.337649
4.177239,15.665450,45.000000,1277.00,6.3850,29.334550
4.187331,15.669915,45.000000,1277.00,6.3850,29.330085
4.197309,15.675752,45.000000,1277.00,6.3850,29.324248
4.207418,15.682799,45.000000,1277.00,6.3850,29.317201
4.217403,15.691226,45.000000,1277.00,6.3850,29.308774
4.227470,15.701117,45.000000,1277.00,6.3850,29.298883
4.237480,15.712483,45.000000,1278.00,6.3900,29.287517
4.247547,15.725309,45.000000,1278.00,6.3900,29.274691
4.257654,15.739453,45.000000,1278.00,6.3900,29.260547
4.267666,15.755317,45.000000,1278.00,6.3900,29.244683
4.277755,15.772992,45.000000,1278.00,6.3900,29.227008
4.287889,15.792527,45.000000,1278.00,6.3900,29.207473
4.297874,15.813792,45.000000,1278.00,6.3900,29.186208
4.307931,15.836939,45.000000,1279.00,6.3950,29.163061
4.317984,15.861944,45.000000,1279.00,6.3950,29.138056
4.328083,15.888831,45.000000,1279.00,6.3950,29.111169
4.338006,15.917478,45.000000,1279.00,6.3950,29.082522
4.348123,15.947725,45.000000,1279.00,6.3950,29.052275
4.358240,15.979882,45.000000,1279.00,6.3950,29.020118
4.368318,16.013932,45.000000,1280.00,6.4000,28.986068
4.378363,16.049722,45.000000,1280.00,6.4000,28.950278
4.388443,16.087491,45.000000,1280.00,6.4000,28.912509
4.398455,16.127138,45.000000,1280.00,6.4000,28.872862
4.408407,16.168229,45.000000,1280.00,6.4000,28.831771
4.418557,16.211097,45.000000,1280.00,6.4000,28.788903
4.428620,16.255544,45.000000,1280.00,6.4000,28.744456
4.438814,16.301658,45.000000,1281.00,6.4050,28.698342
4.448751,16.349722,45.000000,1281.00,6.4050,28.650278
4.458718,16.399333,45.000000,1281.00,6.4050,28.600667
4.468834,16.450821,45.000000,1281.00,6.4050,28.549179
4.478838,16.503854,45.000000,1281.00,6.4050,28.496146
4.489073,16.558277,45.000000,1281.00,6.4050,28.441723
4.498994,16.614507,45.000000,1281.00,6.4050,28.385493
4.508943,16.672151,45.000000,1282.00,6.4100,28.327849
4.519033,16.731334,45.000000,1282.00,6.4100,28.268666
4.529027,16.792088,45.000000,1282.00,6.4100,28.207912
4.539188,16.853981,45.000000,1282.00,6.4100,28.146019
4.549179,16.917361,45.000000,1282.00,6.4100,28.082639
4.559104,16.981729,45.000000,1282.00,6.4100,28.018271
4.569217,17.047203,45.000000,1283.00,6.4150,27.952797
4.579178,17.114091,45.000000,1283.00,6.4150,27.885909
4.589243,17.181730,45.000000,1283.00,6.4150,27.818270
4.599248,17.250129,45.000000,1283.00,6.4150,27.749871
4.609170,17.319083,45.000000,1283.00,6.4150,27.680917
4.619171,17.388472,45.000000,1283.00,6.4150,27.611528
4.629186,17.458823,45.000000,1283.00,6.4150,27.541177
