Recording_Time_s,Arm_Angle_deg,Motor_Speed_rad_s,PWM_Input_us,Duty_Cycle_percent
15.163648,27.555184,470.937600,1336.00,6.6800
15.173703,27.547858,470.937600,1336.00,6.6800
15.183764,27.540175,470.937600,1336.00,6.6800
15.193766,27.532165,470.937600,1336.00,6.6800
15.203815,27.523931,470.937600,1336.00,6.6800
15.213833,27.515483,470.937600,1336.00,6.6800
15.223875,27.507112,470.937600,1336.00,6.6800
15.233914,27.498359,470.937600,1336.00,6.6800
15.243968,27.489583,470.937600,1336.00,6.6800
15.254014,27.480894,470.937600,1336.00,6.6800
15.264067,27.472285,470.937600,1336.00,6.6800
15.274088,27.463659,470.937600,1336.00,6.6800
15.284162,27.454930,470.937600,1336.00,6.6800
15.294293,27.446519,470.937600,1336.00,6.6800
15.304318,27.437920,470.937600,1336.00,6.6800
15.314349,27.429121,470.937600,1336.00,6.6800
15.324398,27.420301,470.937600,1336.00,6.6800
15.334439,27.411524,470.937600,1336.00,6.6800
15.344504,27.403129,470.937600,1336.00,6.6800
15.354517,27.394626,470.937600,1336.00,6.6800
15.364584,27.385964,470.937600,1336.00,6.6800
15.374671,27.377457,470.937600,1336.00,6.6800
15.384681,27.369340,470.937600,1336.00,6.6800
15.394692,27.361292,470.937600,1336.00,6.6800
15.404763,27.353230,470.937600,1336.00,6.6800
15.414812,27.345057,470.937600,1336.00,6.6800
15.424984,27.337194,470.937600,1336.00,6.6800
15.434940,27.329552,470.937600,1336.00,6.6800
15.445069,27.322305,470.937600,1336.00,6.6800
15.455009,27.315349,470.937600,1336.00,6.6800
15.465056,27.308804,470.937600,1336.00,6.6800
15.475207,27.302530,470.937600,1336.00,6.6800
15.485155,27.296619,470.937600,1336.00,6.6800
15.495187,27.291077,470.937600,1336.00,6.6800
15.505269,27.286078,470.937600,1336.00,6.6800
15.515352,27.281393,470.937600,1336.00,6.6800
15.525543,27.277310,470.937600,1336.00,6.6800
15.535479,27.273864,470.937600,1336.00,6.6800
15.545448,27.270640,470.937600,1336.00,6.6800
15.555542,27.267515,470.937600,1336.00,6.6800
15.565589,27.264771,470.937600,1336.00,6.6800
15.575643,27.262395,470.937600,1336.00,6.6800
15.585642,27.260352,470.937600,1336.00,6.6800
15.595788,27.258425,470.937600,1336.00,6.6800
15.605776,27.256898,470.937600,1336.00,6.6800
15.615863,27.255796,470.937600,1336.00,6.6800
15.625988,27.255171,470.937600,1336.00,6.6800
15.636007,27.255068,470.937600,1336.00,6.6800
15.645982,27.255332,470.937600,1336.00,6.6800
15.656061,27.255757,470.937600,1336.00,6.6800
15.666223,27.256470,470.937600,1336.00,6.6800
15.676291,27.257694,470.937600,1336.00,6.6800
15.686416,27.259132,470.937600,1336.00,6.6800
15.696362,27.261197,470.937600,1336.00,6.6800
15.706752,27.263569,470.937600,1336.00,6.6800
15.716833,27.266531,470.937600,1336.00,6.6800
15.726596,27.269735,470.937600,1336.00,6.6800
15.736690,27.273067,470.937600,1336.00,6.6800
15.746665,27.276614,470.937600,1336.00,6.6800
15.756753,27.280798,470.937600,1336.00,6.6800
15.766823,27.285305,470.937600,1336.00,6.6800
15.776845,27.290160,470.937600,1336.00,6.6800
15.786828,27.295162,470.937600,1336.00,6.6800
15.796812,27.300366,470.937600,1336.00,6.6800
15.807040,27.305783,470.937600,1336.00,6.6800
15.817044,27.311226,470.937600,1336.00,6.6800
15.827162,27.316730,470.937600,1336.00,6.6800
15.837115,27.322526,470.937600,1336.00,6.6800
15.847067,27.328313,470.937600,1336.00,6.6800
15.857278,27.334182,470.937600,1336.00,6.6800
15.867208,27.340085,470.937600,1336.00,6.6800
15.877419,27.346457,470.937600,1336.00,6.6800
15.887193,27.352956,470.937600,1336.00,6.6800
15.897269,27.359590,470.937600,1336.00,6.6800
15.907509,27.366380,470.937600,1336.00,6.6800
15.917409,27.373199,470.937600,1336.00,6.6800
15.927508,27.380304,470.937600,1336.00,6.6800
15.937468,27.387500,470.937600,1336.00,6.6800
15.947538,27.394680,470.937600,1336.00,6.6800
15.957561,27.401772,470.937600,1336.00,6.6800
15.967628,27.408625,470.937600,1336.00,6.6800
15.977748,27.415483,470.937600,1336.00,6.6800
15.987755,27.422327,470.937600,1336.00,6.6800
15.997747,27.429232,470.937600,1336.00,6.6800
16.007794,27.435943,470.937600,1336.00,6.6800
16.017867,27.442804,470.937600,1336.00,6.6800
16.027984,27.449699,470.937600,1336.00,6.6800
16.038057,27.456751,470.937600,1336.00,6.6800
16.048069,27.463677,470.937600,1336.00,6.6800
16.058284,27.470615,470.937600,1336.00,6.6800
16.068083,27.477352,470.937600,1336.00,6.6800
16.078136,27.484039,470.937600,1336.00,6.6800
16.088123,27.490783,470.937600,1336.00,6.6800
16.098217,27.497275,470.937600,1336.00,6.6800
16.108322,27.503555,470.937600,1336.00,6.6800
16.118285,27.509555,470.937600,1336.00,6.6800
16.128301,27.515296,470.937600,1336.00,6.6800
16.138361,27.520808,470.937600,1336.00,6.6800
16.148448,27.525928,470.937600,1336.00,6.6800
16.158633,27.530790,470.937600,1336.00,6.6800
16.168706,27.535558,470.937600,1336.00,6.6800
16.178583,27.540198,470.937600,1336.00,6.6800
16.188592,27.544243,470.937600,1336.00,6.6800
16.198679,27.548220,470.937600,1336.00,6.6800
16.208795,27.552050,470.937600,1336.00,6.6800
16.218768,27.555751,470.937600,1336.00,6.6800
16.228701,27.559176,470.937600,1336.00,6.6800
16.238749,27.562258,470.937600,1336.00,6.6800
16.248791,27.565373,470.937600,1336.00,6.6800
16.259002,27.568237,470.937600,1336.00,6.6800
16.268911,27.571066,470.937600,1336.00,6.6800
16.278879,27.573241,470.937600,1336.00,6.6800
16.288901,27.574859,470.937600,1336.00,6.6800
16.299088,27.576186,470.937600,1336.00,6.6800
16.309014,27.577458,470.937600,1336.00,6.6800
16.319067,27.578497,470.937600,1336.00,6.6800
16.328994,27.579177,470.937600,1336.00,6.6800
16.339013,27.579802,470.937600,1336.00,6.6800
16.349166,27.580098,470.937600,1336.00,6.6800
16.359142,27.580004,470.937600,1336.00,6.6800
16.369200,27.579502,470.937600,1336.00,6.6800
16.379165,27.579000,470.937600,1336.00,6.6800
16.389183,27.578330,470.937600,1336.00,6.6800
16.399345,27.577520,470.937600,1336.00,6.6800
16.409302,27.576345,470.937600,1336.00,6.6800
16.419411,27.574713,470.937600,1336.00,6.6800
16.429365,27.572761,470.937600,1336.00,6.6800
16.439497,27.570786,470.937600,1336.00,6.6800
16.449550,27.568544,470.937600,1336.00,6.6800
16.459602,27.566142,470.937600,1336.00,6.6800
16.469685,27.563629,470.937600,1336.00,6.6800
16.479618,27.561117,470.937600,1336.00,6.6800
16.489580,27.558425,470.937600,1336.00,6.6800
16.499757,27.555544,470.937600,1336.00,6.6800
16.509833,27.552613,470.937600,1336.00,6.6800
16.519840,27.549341,470.937600,1336.00,6.6800
16.529784,27.545907,470.937600,1336.00,6.6800
16.539963,27.541984,470.937600,1336.00,6.6800
16.549962,27.538008,470.937600,1336.00,6.6800
16.559935,27.533868,470.937600,1336.00,6.6800
16.570045,27.529478,470.937600,1336.00,6.6800
16.580006,27.524606,470.937600,1336.00,6.6800
16.589950,27.519407,470.937600,1336.00,6.6800
16.600154,27.514185,470.937600,1336.00,6.6800
16.610137,27.509064,470.937600,1336.00,6.6800
16.620106,27.503917,470.937600,1336.00,6.6800
16.630180,27.498762,470.937600,1336.00,6.6800
16.640156,27.493408,470.937600,1336.00,6.6800
16.650301,27.488065,470.937600,1336.00,6.6800
16.660328,27.482790,470.937600,1336.00,6.6800
16.670376,27.477518,470.937600,1336.00,6.6800
16.680366,27.472042,470.937600,1336.00,6.6800
16.690382,27.466632,470.937600,1336.00,6.6800
16.700527,27.461329,470.937600,1336.00,6.6800
16.710501,27.456056,470.937600,1336.00,6.6800
16.720566,27.450961,470.937600,1336.00,6.6800
16.730524,27.445854,470.937600,1336.00,6.6800
16.740619,27.440828,470.937600,1336.00,6.6800
16.750609,27.435675,470.937600,1336.00,6.6800
16.760635,27.430732,470.937600,1336.00,6.6800
16.770756,27.425748,470.937600,1336.00,6.6800
16.780788,27.420619,470.937600,1336.00,6.6800
16.790724,27.415569,470.937600,1336.00,6.6800
16.800872,27.410657,470.937600,1336.00,6.6800
16.811060,27.405892,470.937600,1336.00,6.6800
16.821058,27.401410,470.937600,1336.00,6.6800
16.831090,27.397133,470.937600,1336.00,6.6800
16.841237,27.393079,470.937600,1336.00,6.6800
16.851147,27.389242,470.937600,1336.00,6.6800
16.861340,27.385304,470.937600,1336.00,6.6800
16.871418,27.381614,470.937600,1336.00,6.6800
16.881478,27.378076,470.937600,1336.00,6.6800
16.891492,27.374944,470.937600,1336.00,6.6800
16.901546,27.371996,470.937600,1336.00,6.6800
16.911497,27.369252,470.937600,1336.00,6.6800
16.921546,27.366914,470.937600,1336.00,6.6800
16.931614,27.364515,470.937600,1336.00,6.6800
16.941798,27.362249,470.937600,1336.00,6.6800
16.951665,27.360052,470.937600,1336.00,6.6800
16.961714,27.358045,470.937600,1336.00,6.6800
16.971892,27.356252,470.937600,1336.00,6.6800
16.981872,27.354507,470.937600,1336.00,6.6800
16.992020,27.352695,470.937600,1336.00,6.6800
17.002015,27.351038,470.937600,1336.00,6.6800
17.011998,27.349549,470.937600,1336.00,6.6800
17.022120,27.348219,470.937600,1336.00,6.6800
17.032165,27.346913,470.937600,1336.00,6.6800
17.042357,27.345746,470.937600,1336.00,6.6800
17.052279,27.344924,470.937600,1336.00,6.6800
17.062247,27.344021,470.937600,1336.00,6.6800
