# PropArm Data Recording
# Export Time: 2025-11-19T19:00:49
# Number of Points: 396
# Recording Duration: 19.981 seconds
# Start Time: 2025-11-19T18:59:27
# End Time: 2025-11-19T18:59:47
#
Recording_Time_s,Arm_Angle_deg,Ref_Angle_deg,Motor_Speed_rad_s,PWM_Input_us,Duty_Cycle_percent,Tracking_Error_deg
17.805925,60.321758,60.000000,534.681533,1433.00,7.1650,-0.321758
17.856838,60.570886,60.000000,534.881523,1434.00,7.1700,-0.570886
17.908156,60.647149,60.000000,535.658204,1429.00,7.1450,-0.647149
17.957845,60.690579,60.000000,534.105164,1434.00,7.1700,-0.690579
18.008854,60.619843,60.000000,535.658599,1433.00,7.1650,-0.619843
18.058824,60.721455,60.000000,534.612709,1435.00,7.1750,-0.721455
18.109931,60.644544,60.000000,536.301378,1436.00,7.1800,-0.644544
18.160853,60.776375,60.000000,534.513681,1440.00,7.2000,-0.776375
18.210853,60.864260,60.000000,535.685994,1433.00,7.1650,-0.864260
18.261839,60.864268,60.000000,536.130670,1431.00,7.1550,-0.864268
18.311924,60.881854,60.000000,535.013969,1435.00,7.1750,-0.881854
18.362897,61.018963,60.000000,535.192519,1432.00,7.1600,-1.018963
18.413855,60.917711,60.000000,534.405901,1435.00,7.1750,-0.917711
18.463874,60.854289,60.000000,535.613926,1437.00,7.1850,-0.854289
18.514951,60.944171,60.000000,533.629977,1435.00,7.1750,-0.944171
18.564870,61.016077,60.000000,534.864316,1433.00,7.1650,-1.016077
18.615869,61.020881,60.000000,533.582803,1435.00,7.1750,-1.020881
18.666840,60.989565,60.000000,535.137988,1436.00,7.1800,-0.989565
18.716861,60.683252,60.000000,533.062065,1435.00,7.1750,-0.683252
18.766899,60.490942,60.000000,534.950960,1434.00,7.1700,-0.490942
18.817927,60.301933,60.000000,533.869166,1431.00,7.1550,-0.301933
18.868088,60.045267,60.000000,535.650796,1437.00,7.1850,-0.045267
18.918860,59.857493,60.000000,534.429542,1440.00,7.2000,0.142507
18.968915,59.777595,60.000000,535.853485,1435.00,7.1750,0.222405
19.019857,59.748836,60.000000,537.032953,1436.00,7.1800,0.251164
19.069890,59.848869,60.000000,535.204595,1434.00,7.1700,0.151131
19.121993,59.841015,60.000000,537.016520,1433.00,7.1650,0.158985
19.171821,59.781992,60.000000,536.571962,1436.00,7.1800,0.218008
19.222009,59.769934,60.000000,536.869343,1436.00,7.1800,0.230066
19.272869,59.672387,60.000000,536.585702,1433.00,7.1650,0.327613
19.322864,59.734989,60.000000,535.993456,1435.00,7.1750,0.265011
19.373848,59.749912,60.000000,537.577283,1430.00,7.1500,0.250088
19.424867,59.709109,60.000000,535.311430,1432.00,7.1600,0.290891
19.474851,59.764367,60.000000,536.813196,1433.00,7.1650,0.235633
19.525855,59.790994,60.000000,535.769587,1430.00,7.1500,0.209006
19.575857,59.882595,60.000000,536.397114,1435.00,7.1750,0.117405
19.626951,59.955876,60.000000,535.202812,1433.00,7.1650,0.044124
19.676929,60.119981,60.000000,535.981430,1433.00,7.1650,-0.119981
19.728180,60.251265,60.000000,536.015175,1436.00,7.1800,-0.251265
19.777892,60.338712,60.000000,535.249579,1434.00,7.1700,-0.338712
19.828902,60.373509,60.000000,535.518082,1439.00,7.1950,-0.373509
19.879985,60.594708,60.000000,534.739090,1435.00,7.1750,-0.594708
19.929944,60.595886,60.000000,536.320211,1435.00,7.1750,-0.595886
19.980891,60.755029,60.000000,534.179290,1438.00,7.1900,-0.755029
