Recording_Time_s,Arm_Angle_deg,Ref_Angle_deg,PWM_Input_us,Duty_Cycle_percent,Tracking_Error_deg
4.139875,14.144273,15.000000,1254.00,6.2700,0.855727
4.150056,14.190306,15.000000,1254.00,6.2700,0.809694
4.159993,14.237558,15.000000,1254.00,6.2700,0.762442
4.170044,14.286348,15.000000,1254.00,6.2700,0.713652
4.180087,14.336449,15.000000,1254.00,6.2700,0.663551
4.190141,14.387801,15.000000,1254.00,6.2700,0.612199
4.200304,14.440505,15.000000,1254.00,6.2700,0.559495
4.210259,14.494244,15.000000,1254.00,6.2700,0.505756
4.220280,14.548612,15.000000,1254.00,6.2700,0.451388
4.230279,14.603942,15.000000,1254.00,6.2700,0.396058
4.240367,14.660033,15.000000,1254.00,6.2700,0.339967
4.250704,14.716531,15.000000,1254.00,6.2700,0.283469
4.260637,14.773418,15.000000,1254.00,6.2700,0.226582
4.270598,14.830631,15.000000,1254.00,6.2700,0.169369
4.280593,14.888120,15.000000,1254.00,6.2700,0.111880
4.290638,14.945556,15.000000,1254.00,6.2700,0.054444
4.300818,15.003219,15.000000,1254.00,6.2700,-0.003219
4.310696,15.060786,15.000000,1254.00,6.2700,-0.060786
4.320633,15.117741,15.000000,1254.00,6.2700,-0.117741
4.330908,15.174617,15.000000,1254.00,6.2700,-0.174617
4.340799,15.231002,15.000000,1254.00,6.2700,-0.231002
4.350982,15.286620,15.000000,1254.00,6.2700,-0.286620
4.360942,15.341328,15.000000,1254.00,6.2700,-0.341328
4.370950,15.395438,15.000000,1254.00,6.2700,-0.395438
4.380968,15.448250,15.000000,1254.00,6.2700,-0.448250
4.391038,15.500251,15.000000,1254.00,6.2700,-0.500251
4.401083,15.551407,15.000000,1254.00,6.2700,-0.551407
4.411115,15.601192,15.000000,1254.00,6.2700,-0.601192
4.421184,15.649879,15.000000,1254.00,6.2700,-0.649879
4.431230,15.697458,15.000000,1254.00,6.2700,-0.697458
4.441346,15.743226,15.000000,1254.00,6.2700,-0.743226
4.451393,15.787324,15.000000,1254.00,6.2700,-0.787324
4.461386,15.829718,15.000000,1254.00,6.2700,-0.829718
4.471407,15.870275,15.000000,1254.00,6.2700,-0.870275
4.481484,15.908788,15.000000,1254.00,6.2700,-0.908788
4.491497,15.945757,15.000000,1254.00,6.2700,-0.945757
4.501552,15.980907,15.000000,1254.00,6.2700,-0.980907
4.511613,16.013829,15.000000,1254.00,6.2700,-1.013829
4.521590,16.044761,15.000000,1254.00,6.2700,-1.044761
4.531592,16.073799,15.000000,1254.00,6.2700,-1.073799
4.541690,16.100468,15.000000,1254.00,6.2700,-1.100468
