Recording_Time_s,Arm_Angle_deg,PWM_Input_us,Duty_Cycle_percent
2.533009,59.640325,1406.00,7.0300
2.584008,60.148780,1406.00,7.0300
2.635056,60.573124,1406.00,7.0300
2.685033,61.070799,1406.00,7.0300
2.736000,61.310739,1406.00,7.0300
2.787275,61.203872,1406.00,7.0300
2.836986,61.188677,1406.00,7.0300
2.887997,60.895282,1406.00,7.0300
2.939072,60.678145,1406.00,7.0300
2.989075,60.100136,1406.00,7.0300
3.040061,59.374049,1406.00,7.0300
3.091027,58.582239,1406.00,7.0300
3.140996,57.878491,1406.00,7.0300
3.192076,57.157293,1406.00,7.0300
3.243046,56.299075,1406.00,7.0300
3.293076,55.260940,1406.00,7.0300
3.344011,54.553472,1406.00,7.0300
3.395008,53.600777,1406.00,7.0300
3.445060,52.856202,1406.00,7.0300
3.496011,52.032042,1406.00,7.0300
3.546086,51.249653,1406.00,7.0300
3.597027,50.729223,1406.00,7.0300
3.648010,50.277718,1406.00,7.0300
3.698995,49.916514,1406.00,7.0300
3.749062,49.768172,1406.00,7.0300
3.799996,49.719817,1406.00,7.0300
3.850131,49.786594,1406.00,7.0300
3.901096,49.980635,1406.00,7.0300
3.952194,50.575328,1406.00,7.0300
4.002021,50.857722,1406.00,7.0300
4.053099,51.382458,1406.00,7.0300
4.104159,51.942886,1406.00,7.0300
4.154054,52.672469,1406.00,7.0300
4.204976,53.625275,1406.00,7.0300
4.255067,54.352360,1406.00,7.0300
4.306000,55.127388,1406.00,7.0300
4.356997,55.852891,1406.00,7.0300
4.407187,56.556332,1406.00,7.0300
4.458007,57.294866,1406.00,7.0300
4.509021,57.797813,1406.00,7.0300
4.559011,58.147430,1406.00,7.0300
4.610006,58.321664,1406.00,7.0300
4.661011,58.636831,1406.00,7.0300
4.711079,58.924105,1406.00,7.0300
4.761995,59.030884,1406.00,7.0300
4.812118,59.204207,1406.00,7.0300
4.863033,58.920986,1406.00,7.0300
4.914064,58.729569,1406.00,7.0300
4.964061,58.470955,1406.00,7.0300
5.015006,58.141024,1406.00,7.0300
5.066040,57.824339,1406.00,7.0300
5.115997,57.447951,1406.00,7.0300
5.167275,56.830441,1406.00,7.0300
5.218013,56.213373,1406.00,7.0300
5.268070,55.649418,1406.00,7.0300
5.319002,55.075195,1406.00,7.0300
5.370065,54.440036,1406.00,7.0300
5.421005,53.896749,1406.00,7.0300
5.470997,53.339079,1406.00,7.0300
5.522016,52.717163,1406.00,7.0300
5.571997,51.991110,1406.00,7.0300
5.623066,51.638788,1406.00,7.0300
5.673999,51.321771,1406.00,7.0300
5.724061,50.962697,1406.00,7.0300
5.774992,50.675437,1406.00,7.0300
5.826014,50.428050,1406.00,7.0300
5.876071,50.546540,1406.00,7.0300
5.927306,50.553452,1406.00,7.0300
5.978000,50.576561,1406.00,7.0300
6.028062,50.823549,1406.00,7.0300
6.079014,51.302399,1406.00,7.0300
6.129992,51.544839,1406.00,7.0300
6.180070,52.072792,1406.00,7.0300
6.231008,52.442413,1406.00,7.0300
6.282007,53.054511,1406.00,7.0300
6.331997,53.403568,1406.00,7.0300
6.383004,53.665235,1406.00,7.0300
6.433995,54.208548,1406.00,7.0300
6.483998,54.783838,1406.00,7.0300
6.535007,55.173751,1406.00,7.0300
6.586059,55.538420,1406.00,7.0300
6.635998,55.830156,1406.00,7.0300
6.687284,55.905345,1406.00,7.0300
6.737053,56.000636,1406.00,7.0300
6.788000,56.076869,1406.00,7.0300
6.839047,56.208175,1406.00,7.0300
6.889063,56.453840,1406.00,7.0300
6.940047,56.421852,1406.00,7.0300
6.990997,56.202922,1406.00,7.0300
7.041057,56.150817,1406.00,7.0300
7.092019,55.775154,1406.00,7.0300
7.143007,55.404303,1406.00,7.0300
7.193005,55.142782,1406.00,7.0300
7.244041,54.599586,1406.00,7.0300
7.294008,54.112289,1406.00,7.0300
7.345004,53.669711,1406.00,7.0300
7.396001,53.175029,1406.00,7.0300
7.445996,52.849583,1406.00,7.0300
7.497000,52.413466,1406.00,7.0300
7.547256,51.976673,1406.00,7.0300
7.598063,51.486619,1406.00,7.0300
7.649058,51.235195,1406.00,7.0300
7.699995,50.858276,1406.00,7.0300
7.749992,50.908301,1406.00,7.0300
7.801076,50.965901,1406.00,7.0300
7.852002,50.959240,1406.00,7.0300
7.902000,51.112112,1406.00,7.0300
7.953070,51.269570,1406.00,7.0300
8.004007,51.588896,1406.00,7.0300
8.054098,52.195917,1406.00,7.0300
8.105002,52.470593,1406.00,7.0300
8.156011,52.936435,1406.00,7.0300
8.206080,53.467308,1406.00,7.0300
8.257012,53.892006,1406.00,7.0300
8.307278,54.284505,1406.00,7.0300
8.358061,54.545764,1406.00,7.0300
8.409018,54.965711,1406.00,7.0300
8.459031,55.248929,1406.00,7.0300
8.510066,55.211843,1406.00,7.0300
8.561001,55.287635,1406.00,7.0300
8.611006,55.190068,1406.00,7.0300
8.661997,55.340534,1406.00,7.0300
8.712992,55.144507,1406.00,7.0300
8.763998,55.040406,1406.00,7.0300
8.814003,54.781345,1406.00,7.0300
8.865058,54.415896,1406.00,7.0300
8.914999,53.912597,1406.00,7.0300
8.966042,53.509957,1406.00,7.0300
9.017008,53.082386,1406.00,7.0300
9.067188,52.775469,1406.00,7.0300
9.117998,52.319015,1406.00,7.0300
9.168166,51.989012,1406.00,7.0300
9.219004,51.918350,1406.00,7.0300
9.270069,51.686040,1406.00,7.0300
9.319999,51.588092,1406.00,7.0300
9.371002,51.843713,1406.00,7.0300
9.420999,51.890011,1406.00,7.0300
9.472056,52.014929,1406.00,7.0300
9.523027,52.360963,1406.00,7.0300
9.573071,52.672950,1406.00,7.0300
9.623999,52.834640,1406.00,7.0300
9.674999,53.473772,1406.00,7.0300
9.726019,53.914758,1406.00,7.0300
9.776013,54.302706,1406.00,7.0300
9.827299,54.876745,1406.00,7.0300
9.877052,55.230496,1406.00,7.0300
9.928037,55.618977,1406.00,7.0300
9.979043,56.123101,1406.00,7.0300
10.030012,56.596721,1406.00,7.0300
10.080010,56.834997,1406.00,7.0300
10.131056,57.183818,1406.00,7.0300
10.182004,57.462874,1406.00,7.0300
10.232020,57.492759,1406.00,7.0300
10.283077,57.551827,1406.00,7.0300
10.334008,57.476042,1406.00,7.0300
10.384003,57.468134,1406.00,7.0300
10.435060,57.233287,1406.00,7.0300
10.486008,56.834489,1406.00,7.0300
10.536001,56.445132,1406.00,7.0300
10.587192,56.221545,1406.00,7.0300
10.637999,55.655956,1406.00,7.0300
10.688057,55.080425,1406.00,7.0300
10.738999,54.707900,1406.00,7.0300
10.790057,54.198940,1406.00,7.0300
10.839997,53.492952,1406.00,7.0300
10.890996,52.787522,1406.00,7.0300
10.942062,52.100137,1406.00,7.0300
10.991995,51.567810,1406.00,7.0300
11.043055,51.054048,1406.00,7.0300
11.094077,50.537578,1406.00,7.0300
11.144188,50.001343,1406.00,7.0300
11.195097,49.625094,1406.00,7.0300
11.246091,49.359255,1406.00,7.0300
11.296097,49.146584,1406.00,7.0300
11.347421,48.853407,1406.00,7.0300
11.397216,49.023166,1406.00,7.0300
11.448150,49.229273,1406.00,7.0300
11.499110,49.376578,1406.00,7.0300
11.549110,49.599903,1406.00,7.0300
11.600002,49.901602,1406.00,7.0300
11.649990,50.336322,1406.00,7.0300
11.701001,50.771977,1406.00,7.0300
11.752065,51.243562,1406.00,7.0300
11.802996,51.673569,1406.00,7.0300
11.852994,52.175776,1406.00,7.0300
11.904055,52.524800,1406.00,7.0300
11.955000,53.014960,1406.00,7.0300
12.005000,53.512548,1406.00,7.0300
12.056015,53.893039,1406.00,7.0300
12.107271,54.179871,1406.00,7.0300
12.157013,54.462057,1406.00,7.0300
12.208093,54.512025,1406.00,7.0300
12.258224,54.604740,1406.00,7.0300
12.309161,54.801952,1406.00,7.0300
12.360093,54.959722,1406.00,7.0300
12.410157,54.980477,1406.00,7.0300
12.461157,54.926762,1406.00,7.0300
12.512102,54.883790,1406.00,7.0300
12.562110,54.761532,1406.00,7.0300
12.613082,54.540665,1406.00,7.0300
12.664094,54.504612,1406.00,7.0300
12.714123,54.423030,1406.00,7.0300
12.765091,54.058924,1406.00,7.0300
12.816088,53.837959,1406.00,7.0300
12.866193,53.608447,1406.00,7.0300
12.917096,53.284218,1406.00,7.0300
12.968086,53.253354,1406.00,7.0300
13.019125,53.140763,1406.00,7.0300
13.069099,53.068271,1406.00,7.0300
13.120092,53.098177,1406.00,7.0300
13.171216,53.034201,1406.00,7.0300
13.221098,53.000601,1406.00,7.0300
13.272075,52.920981,1406.00,7.0300
13.322006,52.822145,1406.00,7.0300
13.373001,52.883696,1406.00,7.0300
13.424004,52.757157,1406.00,7.0300
13.474115,52.937165,1406.00,7.0300
13.525181,53.239372,1406.00,7.0300
13.576108,53.428418,1406.00,7.0300
13.626145,53.491754,1406.00,7.0300
13.677088,53.929143,1406.00,7.0300
13.727399,54.138435,1406.00,7.0300
13.778125,54.516808,1406.00,7.0300
13.829157,54.626146,1406.00,7.0300
13.880096,54.854237,1406.00,7.0300
13.930156,55.194910,1406.00,7.0300
13.981157,55.572928,1406.00,7.0300
14.032101,55.734702,1406.00,7.0300
14.082223,55.723502,1406.00,7.0300
14.133158,55.661801,1406.00,7.0300
14.184100,55.506981,1406.00,7.0300
14.234124,55.347965,1406.00,7.0300
14.285095,55.414112,1406.00,7.0300
14.336080,55.238510,1406.00,7.0300
14.386092,54.904668,1406.00,7.0300
14.437092,54.813374,1406.00,7.0300
14.487526,54.564559,1406.00,7.0300
14.538087,54.154567,1406.00,7.0300
14.589154,53.932054,1406.00,7.0300
14.640087,53.718883,1406.00,7.0300
14.690153,53.460467,1406.00,7.0300
14.741078,53.183413,1406.00,7.0300
14.792259,52.891451,1406.00,7.0300
14.842091,52.499680,1406.00,7.0300
14.893112,52.291744,1406.00,7.0300
14.944166,52.125395,1406.00,7.0300
