# PropArm Data Recording
# Export Time: 2025-11-19T14:19:50
# Number of Points: 995
# Recording Duration: 9.993 seconds
# Start Time: 2025-11-19T14:19:05
# End Time: 2025-11-19T14:19:15
#
Recording_Time_s,Arm_Angle_deg,Ref_Angle_deg,Motor_Speed_rad_s,PWM_Input_us
0.563347,46.012315,45.000000,524.801299,1309.00
0.573644,46.062548,45.000000,524.795882,1309.00
0.583371,46.111201,45.000000,524.790573,1309.00
0.593409,46.158229,45.000000,524.785369,1309.00
0.603878,46.202893,45.000000,524.780267,1309.00
0.613728,46.245230,45.000000,524.775267,1309.00
0.623991,46.285105,45.000000,524.770365,1309.00
0.633741,46.322221,45.000000,524.765561,1309.00
0.643898,46.357157,45.000000,524.760851,1309.00
0.654040,46.390141,45.000000,524.756235,1309.00
0.663923,46.420362,45.000000,524.751710,1309.00
0.674059,46.448462,45.000000,524.747275,1309.00
0.684128,46.474269,45.000000,524.742927,1309.00
0.694170,46.497298,45.000000,524.738665,1309.00
0.704245,46.518042,45.000000,524.734488,1309.00
0.714258,46.535967,45.000000,524.730393,1309.00
0.724356,46.551298,45.000000,524.726379,1309.00
0.734363,46.563585,45.000000,524.722445,1309.00
0.744334,46.573184,45.000000,524.718589,1309.00
0.754573,46.579922,45.000000,524.714808,1309.00
0.764439,46.584072,45.000000,524.711103,1309.00
0.774641,46.585482,45.000000,524.707471,1309.00
0.784538,46.584402,45.000000,524.703911,1309.00
0.794571,46.580881,45.000000,524.700421,1309.00
0.804626,46.574774,45.000000,524.697000,1309.00
0.814643,46.565692,45.000000,524.727228,1310.00
0.825022,46.554181,45.000000,524.756857,1310.00
0.834821,46.539539,45.000000,524.785901,1310.00
0.844915,46.522411,45.000000,524.814370,1310.00
0.855204,46.502553,45.000000,524.842276,1310.00
0.865044,46.479937,45.000000,524.869630,1310.00
0.875263,46.455256,45.000000,524.896442,1310.00
0.885223,46.427691,45.000000,524.922725,1310.00
0.895245,46.397543,45.000000,524.948487,1310.00
0.905172,46.365049,45.000000,524.973740,1310.00
0.915253,46.329652,45.000000,524.998493,1310.00
0.925300,46.291622,45.000000,525.022756,1310.00
0.935300,46.251628,45.000000,525.046540,1310.00
0.945357,46.209171,45.000000,525.069853,1310.00
0.955355,46.164396,45.000000,525.092705,1310.00
0.965436,46.117835,45.000000,525.115104,1310.00
0.975483,46.068979,45.000000,525.137061,1310.00
0.985491,46.017923,45.000000,525.158583,1310.00
0.995573,45.965382,45.000000,525.179680,1310.00
1.005541,45.910898,45.000000,525.200359,1310.00
1.015671,45.854142,45.000000,525.220629,1310.00
1.025711,45.796473,45.000000,525.240498,1310.00
1.035696,45.737669,45.000000,525.259974,1310.00
1.045802,45.677009,45.000000,525.279064,1310.00
1.055967,45.615629,45.000000,525.297777,1310.00
1.065907,45.552708,45.000000,525.316120,1310.00
1.075940,45.487780,45.000000,525.334100,1310.00
1.085995,45.421585,45.000000,525.351725,1310.00
1.096018,45.354255,45.000000,525.369000,1310.00
1.106005,45.285480,45.000000,525.385934,1310.00
1.116111,45.215945,0.000000,517.611764,1078.00
1.126200,45.146074,0.000000,516.707567,1278.00
1.136124,45.074964,0.000000,515.821257,1278.00
1.146188,45.001804,0.000000,514.918900,1277.00
1.156299,44.925931,0.000000,514.034394,1277.00
1.166329,44.845801,0.000000,513.167385,1277.00
1.176391,44.762330,0.000000,512.283948,1276.00
1.186789,44.674662,0.000000,511.417987,1276.00
1.196525,44.582278,0.000000,510.569157,1276.00
1.206545,44.486033,0.000000,509.737119,1276.00
1.216670,44.384268,0.000000,508.887960,1275.00
1.226695,44.277485,0.000000,508.055600,1275.00
1.236945,44.166361,0.000000,507.239705,1275.00
1.246783,44.048896,0.000000,506.406371,1274.00
1.256882,43.926203,0.000000,505.589521,1274.00
1.266888,43.797685,0.000000,504.788832,1274.00
1.276970,43.662360,0.000000,504.003982,1274.00
1.287207,43.522104,0.000000,503.234658,1274.00
1.297111,43.374449,0.000000,502.446972,1273.00
1.307354,43.220675,0.000000,501.674869,1273.00
1.317233,43.061004,0.000000,500.918040,1273.00
1.327283,42.893376,0.000000,500.176184,1273.00
1.337338,42.720958,0.000000,499.415422,1272.00
1.347319,42.540707,0.000000,498.669710,1272.00
1.357458,42.354257,0.000000,497.938750,1272.00
1.367664,42.161549,0.000000,497.222250,1272.00
1.377543,41.960951,0.000000,496.486343,1271.00
1.387582,41.755495,0.000000,495.764995,1271.00
1.397569,41.541709,0.000000,495.057917,1271.00
1.407987,41.322707,0.000000,494.364827,1271.00
1.417837,41.096456,0.000000,493.685447,1271.00
1.427812,40.862757,0.000000,492.985927,1270.00
1.437946,40.623919,0.000000,492.300245,1270.00
1.448012,40.376520,0.000000,491.628128,1270.00
1.458005,40.124786,0.000000,490.969306,1270.00
1.468161,39.864921,0.000000,490.323518,1270.00
1.478147,39.600362,0.000000,489.690505,1270.00
1.488046,39.329184,0.000000,489.036434,1269.00
1.498067,39.051579,0.000000,488.395303,1269.00
1.508310,38.769514,0.000000,487.766854,1269.00
1.518306,38.479486,0.000000,487.150838,1269.00
1.528382,38.186192,0.000000,486.547008,1269.00
1.538489,37.884926,0.000000,485.921542,1268.00
1.548368,37.580731,0.000000,485.308450,1268.00
1.558531,37.269770,0.000000,484.707487,1268.00
1.568618,36.955882,0.000000,484.118412,1268.00
1.578724,36.636564,0.000000,483.540990,1268.00
1.588843,36.313083,0.000000,482.941410,1267.00
1.598836,35.986305,0.000000,482.353692,1267.00
1.608898,35.654585,0.000000,481.777600,1267.00
1.618898,35.321368,0.000000,481.212905,1267.00
1.628943,34.982654,0.000000,480.659381,1267.00
1.638911,34.644089,0.000000,480.083226,1266.00
1.648999,34.300305,0.000000,479.518469,1266.00
1.659279,33.957601,0.000000,478.964884,1266.00
1.669273,33.609917,0.000000,478.422250,1266.00
1.679197,33.263631,0.000000,477.890352,1266.00
1.689183,32.913667,0.000000,477.335394,1265.00
1.699211,32.565143,0.000000,476.791416,1265.00
1.709308,32.213985,0.000000,476.258198,1265.00
1.719616,31.864236,0.000000,475.735529,1265.00
1.729355,31.513289,0.000000,475.223199,1265.00
1.739442,31.163553,0.000000,474.687424,1264.00
1.749447,30.813972,0.000000,474.162248,1264.00
1.759542,30.465997,0.000000,473.647461,1264.00
1.769996,30.119373,0.000000,473.142858,1264.00
1.779762,29.774894,0.000000,472.614657,1263.00
1.789735,29.432801,0.000000,472.096905,1263.00
1.799689,29.093136,0.000000,471.589395,1263.00
1.809847,28.757091,0.000000,471.091925,1263.00
1.820531,28.424104,0.000000,470.570715,1262.00
1.830003,28.095485,0.000000,470.059816,1262.00
1.840396,27.770396,0.000000,469.559024,1262.00
