# PropArm Data Recording
# Export Time: 2025-11-19T14:19:50
# Number of Points: 995
# Recording Duration: 9.993 seconds
# Start Time: 2025-11-19T14:19:05
# End Time: 2025-11-19T14:19:15
#
Recording_Time_s,Arm_Angle_deg,Ref_Angle_deg,Motor_Speed_rad_s,PWM_Input_us
1.850106,27.450160,0.000000,469.068139,1262.00
1.860225,27.134403,0.000000,468.553384,1261.00
1.870423,26.823988,0.000000,468.048812,1261.00
1.880300,26.519067,0.000000,467.554222,1261.00
1.890373,26.220323,0.000000,467.069416,1261.00
1.900433,25.927837,0.000000,466.560620,1260.00
1.910578,25.641791,0.000000,466.061890,1260.00
1.920672,25.362920,0.000000,465.573025,1260.00
1.930697,25.090758,0.000000,465.060251,1259.00
1.940752,24.826941,0.000000,464.557620,1259.00
1.950800,24.570223,0.000000,464.064933,1259.00
1.960818,24.322922,0.000000,463.581993,1259.00
1.970796,24.082905,0.000000,463.075025,1258.00
1.980766,23.852735,0.000000,462.578087,1258.00
1.990997,23.630194,0.000000,462.090979,1258.00
2.000999,23.418387,0.000000,461.579926,1257.00
